Draw,Date,Winning Number 1,2,3,4,5,6,Extra Number ,From Last,Same As Day,Odd,Even, 1-10, 11-20, 21-30, 31-40, 41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
13/125,2013-10-26,6,15,30,38,47,48,40,,,2,4,1,1,1,1,2,0,0,1,1502760,32,127210,97,9600,2061,640,2771,320,43058,40,29376359
13/124,2013-10-24,9,10,22,24,43,44,30,9,24,2,4,2,0,2,0,2,1,27369500,3,805350,104,51870,314,9600,4863,640,6243,320,85312,40,48669269
13/123,2013-10-22,5,9,34,36,41,49,26,41,,4,2,2,0,0,2,2,0,0,2,1123890,70,85630,193,9600,3591,640,5428,320,72373,40,46750892
13/122,2013-10-19,1,10,31,41,44,47,18,"1,44",,4,2,2,0,0,1,3,0,0,1,1783160,38,126800,108,9600,2942,640,3276,320,50755,40,35298297
13/121,2013-10-17,1,11,24,35,44,45,49,,,4,2,1,1,1,1,2,1,16689830,1,1946250,63,83040,178,9600,3067,640,5150,320,57185,40,40490457
13/120,2013-10-15,4,20,27,33,41,46,12,,,3,3,1,1,1,1,2,1,21702120,1,2273070,59,103610,161,9600,2593,640,4393,320,54261,40,43395498
13/119,2013-10-13,24,28,35,37,42,48,38,,,2,4,0,0,2,2,2,0,0,1,1966540,73,72330,134,9600,3182,640,4426,320,56875,40,39667804
13/118,2013-10-10,8,9,11,16,17,38,20,,,3,3,2,3,0,1,0,0,0,2,726190,89,32820,212,9600,4758,640,5300,320,80570,40,33284946
13/117,2013-10-08,1,3,6,7,15,27,30,6,,5,1,4,1,1,0,0,4,5191970,6,229640,239,19200,447,9600,11373,640,9431,320,140386,40,51385237
13/116,2013-10-05,4,6,9,29,31,36,20,,,3,3,3,0,1,2,0,0,0,1,1370970,85,43260,218,9600,5699,640,5709,320,92189,40,39432042
13/115,2013-10-03,14,17,26,32,35,41,15,,,3,3,0,2,1,2,1,1,17453470,1,2397250,95,67640,179,9600,4058,640,5392,320,69694,40,48862692
13/114,2013-09-30,1,11,29,40,43,44,4,"40,43",,4,2,1,1,1,1,2,0,0,0,0,31,134660,100,9600,1900,640,3558,320,40254,40,30355885
13/113,2013-09-28,33,39,40,43,48,49,34,,,4,2,0,0,0,3,3,1,8000000,5,326060,104,37800,142,9600,2981,640,3081,320,46543,40,31237130
13/112,2013-09-26,3,6,7,9,11,28,34,,,4,2,4,1,1,0,0,4,16641090,8,160900,821,19200,624,9600,28133,640,14519,320,315292,40,104675185
13/111,2013-09-24,13,25,26,29,30,39,19,"25,39",,4,2,0,1,4,1,0,0,0,3,1276560,163,62960,355,9600,7642,640,9798,320,132123,40,82917426
13/110,2013-09-21,22,25,35,36,39,47,31,,,4,2,0,0,2,3,1,0,0,3,1052320,125,67340,290,9600,5427,640,8343,320,99466,40,66728177
13/109,2013-09-19,3,15,18,26,45,49,41,45,,4,2,1,2,1,0,2,1,83968130,9,939920,232,91830,522,9600,13264,640,15524,320,256561,40,161584207
13/108,2013-09-16,17,22,31,39,45,47,49,"39,47",,5,1,0,1,1,2,2,1,12902140,1,1634040,55,79220,82,9600,2128,640,3303,320,39191,40,31008824
13/107,2013-09-14,6,21,29,39,40,47,33,,,4,2,1,0,2,2,1,0,0,1,1601020,40,108080,71,9600,2016,640,2929,320,39356,40,30021678
13/106,2013-09-12,1,14,26,28,31,48,36,48,,2,4,1,1,2,1,1,1,23254270,2,1071900,79,72820,223,9600,3996,640,6020,320,77354,40,47072568
13/105,2013-09-10,8,12,19,39,48,49,17,,,3,3,1,2,0,1,2,0,0,2,930200,84,59410,214,9600,5257,640,5079,320,83232,40,44439814
13/104,2013-09-07,7,10,17,18,28,30,6,"7,28",7,2,4,2,2,2,0,0,0,0,7,154360,116,24830,368,9600,4825,640,7905,320,72534,40,36648286
13/103,2013-09-05,1,7,22,28,29,49,37,,,4,2,2,0,3,0,1,0,0,2,526000,124,22710,165,9600,4953,640,3875,320,72758,40,30750197
13/102,2013-09-03,21,25,26,33,35,39,17,,,5,1,0,0,3,3,0,1,26604050,2,1319710,68,104270,198,9600,3564,640,5559,320,73345,40,52269772
13/101,2013-08-31,3,6,17,18,42,43,36,,,3,3,2,2,0,0,2,0,0,5,344300,108,42500,245,9600,4031,640,5783,320,71602,40,41210052
13/100,2013-08-29,24,25,28,35,38,47,16,,,3,3,0,0,3,2,1,0,0,1,1840390,65,76080,151,9600,3196,640,4080,320,57843,40,38132822
13/099,2013-08-27,9,14,29,30,32,36,20,14,,2,4,1,1,2,2,0,0,0,2,756770,65,62090,157,9600,3359,640,4424,320,60291,40,34390619
13/098,2013-08-24,3,6,10,14,15,20,33,,,2,4,3,3,0,0,0,2,4000000,1,786020,142,19200,157,9600,5010,640,3667,320,70358,40,29656629
13/097,2013-08-22,1,16,25,33,41,49,46,,,5,1,1,1,1,1,2,2,34624400,3,1485700,231,51450,322,9600,8794,640,9000,320,144217,40,92630564
13/096,2013-08-20,13,14,15,31,46,48,36,"14,31",,3,3,0,3,0,1,2,0,0,3,1377010,89,124470,262,9600,5576,640,7842,320,109983,40,80103560
13/095,2013-08-17,9,14,30,31,32,49,1,31,,3,3,1,1,1,2,1,0,0,6,525830,86,89670,308,9600,5055,640,9048,320,96361,40,63192570
13/094,2013-08-15,10,16,22,26,31,42,23,"31,42",,1,5,1,1,2,1,1,0,0,2,1740160,65,107080,156,9600,4143,640,5731,320,78905,40,52327571
13/093,2013-08-13,1,6,31,41,42,49,44,41,,4,2,2,0,0,1,3,0,0,1,2318910,74,84130,184,9600,4545,640,5088,320,79021,40,48985871
13/092,2013-08-10,3,10,20,30,41,44,31,,10,2,4,2,1,1,0,2,0,0,0,0,79,57390,247,9600,4536,640,5121,320,69480,40,40870246
13/091,2013-08-08,13,15,23,25,26,29,9,15,,5,1,0,2,4,0,0,0,0,3,701600,67,69810,175,9600,3222,640,5966,320,57104,40,38490105
13/090,2013-08-06,4,11,15,19,32,44,42,,,3,3,1,3,0,1,1,0,0,2,875200,46,102580,117,9600,2724,640,3172,320,52872,40,34841808
13/089,2013-08-03,5,6,12,23,38,39,48,6,,3,3,2,1,1,2,0,1,12093300,2,826100,64,69380,158,9600,3894,640,4065,320,67095,40,37208568
13/088,2013-08-01,6,8,10,19,20,22,42,8,,1,5,3,2,1,0,0,1,14273380,2,728420,171,22710,130,9600,7095,640,4430,320,97217,40,40301356
13/087,2013-07-30,8,12,31,33,42,44,49,,,2,4,1,1,0,2,2,0,0,3,655870,50,104930,104,9600,3000,640,3246,320,58605,40,38353899
13/086,2013-07-27,1,3,7,22,28,36,21,,,3,3,3,0,2,1,0,1,8000000,4,212520,143,19200,411,9600,5568,640,7145,320,81030,40,31218814
13/085,2013-07-25,20,23,27,32,34,49,30,32,,3,3,0,1,2,2,1,1,8000000,2,1181620,27,175050,104,9600,1911,640,2810,320,40907,40,32854469
13/084,2013-07-23,6,8,17,22,28,32,20,17,,1,5,2,1,2,1,0,1,8000000,0,0,82,37330,159,9600,4451,640,4312,320,70463,40,31445786
13/083,2013-07-21,3,17,20,26,33,47,34,,,4,2,1,2,1,1,1,2,40791000,4,1469470,215,72900,544,9600,10947,640,14477,320,199970,40,125779952
13/082,2013-07-18,14,18,28,32,36,46,44,18,18,0,6,0,2,1,2,1,0,0,5,922810,155,71670,318,9600,8532,640,8657,320,140965,40,87674813
13/081,2013-07-16,3,18,19,20,37,47,25,18,,4,2,1,3,0,1,1,0,0,10,473340,137,87520,424,9600,7189,640,10520,320,137803,40,93496029
13/080,2013-07-13,7,14,18,23,32,46,42,14,,2,4,1,2,1,1,1,1,44225450,5,675150,109,74320,320,9600,5181,640,7136,320,95673,40,64362027
13/079,2013-07-11,14,26,28,38,39,45,8,38,,2,4,0,1,2,2,1,1,70221750,3,1467310,180,65210,550,9600,8974,640,14589,320,156834,40,100386281
13/078,2013-07-09,1,4,15,38,40,46,49,,,2,4,2,1,0,2,1,0,0,7,675980,130,90470,342,9600,6686,640,10756,320,133265,40,89860511
13/077,2013-07-06,6,9,27,29,43,47,17,43,6,5,1,2,0,2,0,2,0,0,6,528240,174,48710,558,9600,9008,640,13968,320,153788,40,83263998
13/076,2013-07-02,7,19,28,33,43,45,13,,,5,1,1,1,1,1,2,0,0,10,185540,111,44770,589,9600,5520,640,12492,320,93028,40,56478658
13/075,2013-06-29,1,3,4,26,34,37,14,"34,37",,3,3,3,0,1,2,0,0,0,1,2067770,71,77660,250,9600,4276,640,6644,320,80205,40,47433065
13/074,2013-06-27,16,34,37,42,47,48,17,,,2,4,0,1,0,2,3,0,0,2,1484080,58,103240,144,9600,2917,640,4741,320,57540,40,43289101
13/073,2013-06-25,17,20,29,35,38,40,22,40,,3,3,0,2,1,3,0,0,0,1,2073320,47,118900,127,9600,2643,640,3904,320,50689,40,39586013
13/072,2013-06-22,23,25,34,40,42,46,39,46,,2,4,0,0,2,2,2,0,0,0,0,26,173350,64,9600,1560,640,2179,320,32349,40,29162709
13/071,2013-06-20,11,14,16,29,31,46,30,31,,3,3,0,3,1,1,1,1,8000000,2,1052440,43,99050,114,9600,2123,640,2953,320,42984,40,30884182
13/070,2013-06-18,9,22,23,31,45,47,39,"9,45",,5,1,1,0,2,1,2,1,8000000,1,1744440,40,116290,131,9600,2482,640,3303,320,49175,40,34535797
13/069,2013-06-15,9,14,27,29,42,45,44,,,4,2,1,1,2,0,2,1,58303910,1,3569420,89,107550,238,9600,5842,640,7196,320,114155,40,72299395
13/068,2013-06-13,3,11,26,32,35,43,1,35,,4,2,1,1,1,2,1,0,0,1,3394200,105,86200,214,9600,5746,640,7276,320,103920,40,68671567
13/067,2013-06-11,1,14,21,35,39,40,5,,,4,2,1,1,1,3,0,1,74826070,5,1321730,174,101280,469,9600,10537,640,14239,320,196171,40,133452185
13/066,2013-06-09,15,18,22,24,42,44,28,,,1,5,0,2,2,0,2,0,0,1,1529450,60,67970,158,9600,2819,640,3603,320,49138,40,32665444
13/065,2013-06-06,10,16,20,28,32,48,30,48,,0,6,1,2,1,1,1,1,20831590,3,735750,68,72660,263,9600,3778,640,6500,320,66879,40,42906733
13/064,2013-06-04,9,17,26,36,40,48,2,36,,2,4,1,1,1,2,1,0,0,1,1981980,64,82580,146,9600,3069,640,4640,320,60463,40,40341214
13/063,2013-06-01,1,23,27,36,45,49,7,"27,36",1,5,1,1,0,2,1,2,0,0,0,0,46,80140,136,9600,2553,640,4216,320,41765,40,29578374
13/062,2013-05-30,15,17,22,27,36,46,23,,,3,3,0,2,2,1,1,1,8000000,0,0,58,67370,98,9600,2699,640,3106,320,47100,40,29980083
13/061,2013-05-28,1,4,5,6,9,25,27,25,,4,2,5,0,1,0,0,8,1066660,11,38400,531,19200,531,9600,13771,640,7907,320,110183,40,32689258
13/060,2013-05-25,3,8,10,25,26,40,38,,25,2,4,3,0,2,1,0,1,25067670,7,191360,188,19200,489,9600,6726,640,9057,320,98433,40,45624115
13/059,2013-05-23,12,24,27,45,47,49,6,12,,4,2,0,1,2,0,3,0,0,0,0,58,95730,139,9600,2771,640,4429,320,54538,40,40667482
13/058,2013-05-21,11,12,16,18,23,31,36,,,3,3,0,4,1,1,0,0,0,3,524470,51,82270,144,9600,3938,640,4299,320,67732,40,36126326
13/057,2013-05-19,4,14,24,30,43,48,34,48,,1,5,1,1,2,0,2,0,0,3,332940,45,59180,418,9600,2124,640,5914,320,41965,40,30110924
13/056,2013-05-16,7,18,27,32,42,48,17,,,2,4,1,1,1,1,2,1,18419630,5,346770,79,53010,312,9600,4012,640,7337,320,67817,40,40834305
13/055,2013-05-14,2,11,16,19,44,47,27,"11,16",,3,3,1,3,0,0,2,0,0,1,1912700,47,109680,130,9600,2447,640,3998,320,50514,40,37270330
13/054,2013-05-12,1,6,11,16,20,25,22,16,,3,3,2,3,1,0,0,0,0,3,355740,128,22320,213,9600,4505,640,4791,320,66553,40,31373459
13/053,2013-05-09,12,14,15,16,22,34,13,14,,1,5,0,4,1,1,0,1,55390220,3,1236040,128,77730,509,9600,6938,640,9611,320,127336,40,82698344
13/052,2013-05-07,5,9,14,24,29,37,36,29,,4,2,2,1,2,1,0,0,0,4,927850,115,75300,291,9600,6722,640,8548,320,125621,40,71568032
13/051,2013-05-04,1,10,29,40,44,49,33,"1,44",,3,3,2,0,1,1,2,0,0,1,2317420,89,69430,199,9600,4627,640,5968,320,75329,40,49577572
13/050,2013-05-02,1,5,28,31,44,46,14,31,,3,3,2,0,1,1,2,0,0,2,1510100,50,120800,146,9600,3144,640,4169,320,63807,40,44248131
13/049,2013-04-30,4,18,24,30,31,49,36,4,30,2,4,1,1,2,1,1,1,33953210,0,0,92,76940,215,9600,5341,640,7382,320,98763,40,57651884
13/048,2013-04-27,4,7,16,23,26,28,9,,,2,4,2,1,3,0,0,0,0,5,310250,100,37410,434,9600,5239,640,9784,320,87087,40,45108692
13/047,2013-04-25,14,15,17,22,38,48,19,,,2,4,0,3,1,1,1,0,0,1,2049870,70,78090,142,9600,3499,640,4034,320,67734,40,41887781
13/046,2013-04-23,7,20,23,29,35,41,6,,23,5,1,1,1,2,1,1,0,0,3,720670,41,118620,169,9600,3081,640,4775,320,58695,40,38275151
13/045,2013-04-21,9,10,15,33,40,49,48,,,4,2,2,1,0,2,1,0,0,0,0,43,78410,175,9600,2976,640,4680,320,54508,40,30593087
13/044,2013-04-18,4,5,14,17,22,39,9,,,3,3,2,2,1,1,0,2,8377850,3,448400,87,41230,314,9600,4127,640,8299,320,72273,40,38979850
13/043,2013-04-16,11,15,21,27,38,43,48,,,5,1,0,2,2,1,1,1,25440160,1,2378700,96,66420,184,9600,4469,640,5041,320,80491,40,49778420
13/042,2013-04-13,8,16,29,40,46,47,18,29,,2,4,1,1,1,1,2,0,0,0,0,42,125960,104,9600,2227,640,3330,320,46677,40,36824931
13/041,2013-04-11,11,18,20,24,29,49,2,,11,3,3,0,3,2,0,1,1,20736740,4,557930,75,69430,180,9600,3627,640,5862,320,70156,40,42650352
13/040,2013-04-09,2,3,25,28,35,43,39,,,4,2,2,0,2,1,1,0,0,1,2030960,47,116470,125,9600,3294,640,4018,320,65850,40,40937736
13/039,2013-04-06,10,12,16,29,41,48,25,,,2,4,1,2,1,0,2,0,0,2,797580,31,137210,107,9600,2298,640,3375,320,47218,40,31763824
13/038,2013-04-04,2,7,11,15,17,27,4,2,,5,1,2,3,1,0,0,1,8000000,6,133620,128,19200,487,9600,5147,640,8465,320,67429,40,28770162
13/037,2013-04-02,2,4,9,31,33,46,5,4,2,3,3,3,0,0,2,1,1,18096050,3,772630,66,78040,155,9600,3263,640,5903,320,68242,40,41379596
13/036,2013-03-30,4,6,19,25,34,43,17,,,3,3,2,1,1,1,1,0,0,3,573500,41,93250,137,9600,2571,640,3947,320,49524,40,30931736
13/035,2013-03-28,12,17,31,38,44,45,43,44,,3,3,0,2,0,2,2,0,0,2,792370,31,138550,86,9600,1903,640,2423,320,37215,40,29467109
13/034,2013-03-26,10,15,26,35,40,44,11,,26,2,4,1,1,1,2,1,1,42154010,2,2700890,137,79140,389,9600,7523,640,11581,320,135420,40,87678628
13/033,2013-03-23,6,9,17,25,33,42,27,42,,4,2,2,1,1,1,1,0,0,2,1258450,141,35820,255,9600,5449,640,6761,320,85557,40,46944592
13/032,2013-03-21,1,4,13,22,39,42,34,,,3,3,2,1,1,1,1,0,0,0,0,72,77350,141,9600,3808,640,4005,320,73609,40,43170760
13/031,2013-03-19,3,12,15,28,29,34,8,,,3,3,1,2,2,1,0,0,0,2,768620,71,57730,267,9600,3678,640,7717,320,64101,40,39276508
13/030,2013-03-16,6,9,31,41,45,47,18,,,5,1,2,0,0,1,3,0,0,1,1437050,34,114390,115,9600,2422,640,3649,320,44245,40,29849974
13/029,2013-03-14,3,4,15,16,17,46,12,"15,17",,3,3,2,3,0,0,1,1,20191810,2,991640,103,51590,220,9600,4403,640,6119,320,73984,40,45139708
13/028,2013-03-12,13,15,17,30,38,45,4,,,4,2,0,3,1,1,1,0,0,3,832250,64,86690,153,9600,3185,640,4172,320,60837,40,41692046
13/027,2013-03-09,9,18,24,34,40,43,28,"9,24",9,2,4,1,1,1,2,1,0,0,3,585570,47,83060,129,9600,2359,640,3361,320,43380,40,30148619
13/026,2013-03-07,8,9,24,35,39,41,2,"8,35",,4,2,2,0,1,2,1,2,31493020,2,1647860,100,88320,303,9600,5520,640,8957,320,109862,40,70085613
13/025,2013-03-05,4,6,8,35,36,43,5,"8,35",,2,4,3,0,0,2,1,0,0,5,550410,101,65390,354,9600,5292,640,10166,320,100441,40,59619108
13/024,2013-03-03,7,8,26,31,35,39,37,26,,4,2,2,0,1,3,0,0,0,1,2616000,75,93630,217,9600,4401,640,6377,320,86038,40,54715967
13/023,2013-02-28,10,11,23,26,28,30,17,,28,2,4,1,1,4,0,0,0,0,0,0,117,39800,261,9600,5611,640,7016,320,90176,40,45702260
13/022,2013-02-26,1,4,15,16,18,36,21,36,,2,4,2,3,0,1,0,0,0,1,1884760,85,59120,178,9600,4495,640,4959,320,76499,40,42655454
13/021,2013-02-23,12,19,23,30,35,36,15,,23,3,3,0,2,2,2,0,0,0,0,0,49,79670,118,9600,2986,640,3491,320,50148,40,31282363
13/020,2013-02-21,11,14,21,22,32,49,7,32,21,3,3,0,2,2,1,1,1,8000000,4,378980,41,86270,263,9600,2815,640,6920,320,52178,40,33967032
13/019,2013-02-19,5,18,19,32,40,44,34,,19,2,4,1,2,0,2,1,1,15530600,3,902120,63,96220,147,9600,3295,640,4437,320,62743,40,44382179
13/018,2013-02-16,3,12,30,35,37,38,18,,,3,3,1,1,1,3,0,0,0,1,1529360,44,92680,131,9600,2395,640,4015,320,48684,40,31900166
13/017,2013-02-14,11,16,24,27,36,48,47,,,2,4,0,2,2,1,1,2,28442570,6,1144550,239,70230,459,9600,11687,640,13582,320,212247,40,131175195
13/016,2013-02-09,4,8,10,35,46,47,32,8,,2,4,3,0,0,1,2,0,0,0,0,48,94450,99,9600,2496,640,3025,320,50042,40,33033204
13/015,2013-02-07,3,8,12,18,22,33,37,,,2,4,2,2,1,1,0,1,10304580,5,163950,247,19200,260,9600,8424,640,5389,320,107516,40,40760830
13/014,2013-02-05,5,19,31,32,34,45,13,,5,4,2,1,1,0,3,1,1,15690440,1,2031810,59,91830,162,9600,2878,640,4805,320,57536,40,40955886
13/013,2013-02-03,2,17,23,39,47,48,22,,,4,2,1,1,1,1,2,0,0,0,0,44,97770,127,9600,3029,640,3732,320,55469,40,33798067
13/012,2013-01-31,16,22,27,35,38,46,32,,,2,4,0,1,2,2,1,1,12240970,10,148800,150,25130,261,9600,5235,640,4967,320,67059,40,37924648
13/011,2013-01-29,8,20,26,36,44,47,28,,,1,5,1,1,1,1,2,0,0,1,1744630,39,120840,134,9600,2264,640,4288,320,45952,40,34678339
13/010,2013-01-26,2,29,41,42,45,48,5,2,,3,3,1,0,1,0,4,1,8000000,2,1022800,50,82650,133,9600,2311,640,3158,320,39918,40,30736434
13/009,2013-01-24,1,2,3,9,20,49,24,"2,20",,4,2,4,1,0,0,1,2,16480650,9,153720,233,19200,494,9600,11007,640,10429,320,133046,40,50914760
13/008,2013-01-22,2,4,20,22,30,37,1,,22,1,5,2,1,2,1,0,0,0,1,2060240,72,76300,259,9600,4311,640,8766,320,79901,40,48777028
13/007,2013-01-19,3,12,19,21,31,48,26,,19,4,2,1,2,1,1,1,0,0,2,1076710,100,43060,167,9600,4666,640,4559,320,66088,40,37997742
13/006,2013-01-17,2,8,14,25,43,44,11,,,2,4,2,1,1,0,2,0,0,0,0,33,126710,147,9600,2532,640,4543,320,50120,40,32969568
13/005,2013-01-15,3,4,7,24,27,31,13,"3,31",,4,2,3,0,2,1,0,1,20079730,3,580250,126,36980,291,9600,6266,640,7477,320,96437,40,47778499
13/004,2013-01-13,3,6,19,21,31,49,7,,,5,1,2,1,1,1,1,0,0,2,1181070,50,94480,241,9600,3809,640,7516,320,66378,40,42194389
13/003,2013-01-10,2,9,24,34,41,45,48,,,3,3,2,0,1,1,2,0,0,0,0,73,56350,121,9600,2954,640,3586,320,52579,40,32599347
13/002,2013-01-08,14,19,20,21,29,49,7,,,4,2,0,3,2,0,1,2,41343400,7,1068830,230,86740,776,9600,12927,640,22146,320,238909,40,161430634
13/001,2013-01-03,17,25,32,33,46,48,39,"25,32,48",,3,3,0,1,1,2,2,0,0,2,3980070,166,96190,417,9600,8841,640,11691,320,165045,40,118029979
12/152,2012-12-31,5,6,25,30,32,48,45,6,,2,4,2,0,2,1,1,0,0,4,808160,76,114170,261,9600,5579,640,8319,320,105714,40,67859848
12/151,2012-12-29,1,6,9,11,33,39,40,39,,5,1,3,1,0,2,0,0,0,8,226150,171,26450,326,9600,9119,640,6744,320,132601,40,53431978
12/150,2012-12-27,4,7,29,39,44,47,23,,,4,2,2,0,1,1,2,0,0,4,558420,114,52480,183,9600,4606,640,5088,320,79510,40,47920082
12/149,2012-12-25,12,18,23,24,46,49,14,,,2,4,0,2,2,0,2,0,0,2,1364780,60,91750,150,9600,3683,640,3954,320,68150,40,42186989
12/148,2012-12-23,9,27,28,32,34,43,2,34,,3,3,1,0,2,2,1,0,0,1,1914840,49,104200,152,9600,3343,640,4573,320,61992,40,39934909
12/147,2012-12-20,4,12,25,34,36,40,49,,,1,5,1,1,1,3,0,0,0,2,752630,57,70420,131,9600,2723,640,3072,320,49874,40,31491290
12/146,2012-12-18,8,14,21,41,45,48,34,"21,41",,3,3,1,1,1,0,3,1,42704240,3,1109270,103,86570,227,9600,4669,640,6705,320,91405,40,65451595
12/145,2012-12-15,18,21,28,33,41,47,48,47,,4,2,0,1,2,1,2,0,0,1,2503600,67,99640,212,9600,4394,640,6182,320,82769,40,52735687
12/144,2012-12-13,6,9,29,31,42,47,14,42,,4,2,2,0,1,1,2,0,0,1,2292670,65,94780,169,9600,3965,640,5823,320,80067,40,48179351
12/143,2012-12-11,2,15,28,41,42,49,24,15,,3,3,1,1,1,0,3,0,0,0,0,54,109030,138,9600,2825,640,4325,320,58860,40,42677796
12/142,2012-12-08,15,22,30,33,34,47,38,,,3,3,0,1,2,2,1,0,0,0,0,40,100020,114,9600,2303,640,2828,320,45101,40,30118674
12/141,2012-12-06,1,6,38,41,43,45,48,,6,4,2,2,0,0,1,3,1,64521730,2,2265030,131,92560,335,9600,7457,640,10773,320,139750,40,92978025
12/140,2012-12-04,7,10,11,18,37,47,4,10,,4,2,2,2,0,1,1,0,0,9,314850,220,34340,603,9600,10126,640,14980,320,163864,40,82169646
12/139,2012-12-01,10,16,17,27,36,38,47,17,,2,4,1,2,1,2,0,0,0,8,337530,148,48680,245,9600,6737,640,6967,320,108771,40,61150819
12/138,2012-11-29,13,17,26,28,32,34,6,34,,2,4,0,2,2,2,0,0,0,3,656030,112,46850,357,9600,6697,640,9092,320,95365,40,53426139
12/137,2012-11-27,8,20,21,24,34,47,10,,,2,4,1,1,2,1,1,0,0,3,961850,51,126970,173,9600,3442,640,6634,320,71148,40,48969789
12/136,2012-11-24,2,3,4,15,23,40,13,,,3,3,3,1,1,1,0,0,0,1,1858410,70,70790,188,9600,3824,640,5785,320,73818,40,41976562
12/135,2012-11-22,9,22,26,30,44,49,31,,22,2,4,1,0,3,0,2,0,0,0,0,65,69130,145,9600,3856,640,4361,320,71418,40,37883911
12/134,2012-11-20,2,11,20,37,45,47,13,,20,4,2,1,2,0,1,2,0,0,2,1087860,70,62610,154,9600,3534,640,4339,320,58438,40,35963490
12/133,2012-11-17,7,12,24,39,43,48,30,48,,3,3,1,1,1,1,2,1,8000000,1,1508240,46,87430,94,9600,2224,640,3105,320,43778,40,29851038
12/132,2012-11-15,18,20,36,41,46,48,21,,,1,5,0,2,0,1,3,1,14238080,1,2079360,43,128950,91,9600,2489,640,3201,320,48351,40,38255531
12/131,2012-11-13,3,5,25,26,29,30,31,26,,4,2,2,0,4,0,0,0,0,2,943690,67,56760,151,9600,3351,640,3753,320,58688,40,32416894
12/130,2012-11-11,9,26,28,35,45,47,25,"26,47",,4,2,1,0,2,1,2,1,22664860,5,534420,62,103430,201,9600,3710,640,5872,320,74988,40,49622420
12/129,2012-11-08,15,26,31,37,44,47,43,37,,4,2,0,1,1,2,2,0,0,1,2128600,44,129000,119,9600,2693,640,3510,320,51881,40,40107495
12/128,2012-11-06,1,6,8,28,37,39,42,1,6,3,3,3,0,1,2,0,0,0,2,943930,85,44680,135,9600,4730,640,3640,320,76562,40,35041901
12/127,2012-11-03,1,12,33,36,46,48,41,,,2,4,1,1,0,2,2,1,65018000,2,2831250,134,84830,259,9600,7169,640,7660,320,134707,40,85234238
12/126,2012-11-01,15,18,24,28,34,42,2,"28,34",,1,5,0,2,2,1,1,0,0,1,3744370,101,98860,281,9600,5754,640,8800,320,111448,40,76083680
12/125,2012-10-30,1,20,28,30,34,40,19,"28,30,34",30,1,5,1,1,2,2,0,0,0,4,1051830,164,59860,362,9600,10043,640,9238,320,138560,40,84010751
12/124,2012-10-27,26,28,30,34,36,39,1,,,1,5,0,0,3,3,0,0,0,1,1994640,62,86200,117,9600,2681,640,3498,320,51618,40,38214207
12/123,2012-10-25,8,17,23,40,41,43,28,41,,4,2,1,1,1,1,2,0,0,0,0,21,208350,100,9600,2136,640,3250,320,44774,40,31802589
12/122,2012-10-23,11,28,29,41,45,47,21,,,5,1,0,1,2,0,3,1,71084710,2,2390550,151,84430,347,9600,7476,640,11210,320,142536,40,97094262
12/121,2012-10-20,4,19,31,34,37,44,6,4,,3,3,1,1,0,3,1,0,0,2,2578020,98,105760,238,9600,5467,640,7282,320,105007,40,75257369
12/120,2012-10-18,4,6,10,14,16,29,26,,,1,5,3,2,1,0,0,0,0,7,358200,168,39910,488,9600,7999,640,10467,320,125965,40,67706001
12/119,2012-10-16,9,17,27,35,39,44,40,,,5,1,1,1,1,2,1,0,0,4,845090,111,71380,221,9600,5611,640,6247,320,102652,40,62002507
12/118,2012-10-13,5,6,11,26,33,41,4,11,,4,2,2,1,1,1,1,1,57488940,3,1156780,167,55410,414,9600,8775,640,12267,320,153798,40,83493915
12/117,2012-10-11,1,3,11,18,40,46,35,,11,3,3,2,2,0,1,1,0,0,0,0,102,86680,278,9600,6235,640,7623,320,125351,40,71109958
12/116,2012-10-09,15,17,21,22,27,36,16,,,4,2,0,2,3,1,0,0,0,3,993630,113,58620,328,9600,6079,640,7525,320,106251,40,59056096
12/115,2012-10-07,1,10,12,13,29,47,9,12,,4,2,2,2,1,0,1,0,0,2,1214320,122,53080,456,9600,6288,640,13221,320,113577,40,64746580
12/114,2012-10-02,12,24,25,33,37,44,13,,,3,3,0,1,2,2,1,0,0,4,560520,71,74200,208,9600,3610,640,4974,320,61650,40,42104644
12/113,2012-09-29,2,8,16,17,20,26,32,17,,1,5,2,3,1,0,0,0,0,1,1483040,73,54390,213,9600,4326,640,4784,320,70765,40,37103767
12/112,2012-09-27,1,3,10,15,17,40,28,"1,17",,4,2,3,2,0,1,0,0,0,4,399340,56,66550,144,9600,3349,640,4869,320,62151,40,32970230
12/111,2012-09-25,1,4,17,20,28,32,47,,,2,4,2,2,1,1,0,3,3200000,3,619500,54,76480,126,9600,3253,640,3947,320,60321,40,33913347
12/110,2012-09-22,2,13,33,35,38,49,40,38,,4,2,1,1,0,3,1,3,49591870,12,1177230,505,71480,1092,9600,25343,640,30289,320,465997,40,285575400
12/109,2012-09-18,15,26,27,38,42,43,39,27,,3,3,0,1,2,1,2,0,0,4,1947100,325,64000,710,9600,17183,640,18299,320,271528,40,169597225
